item_id,size,quality,cup_size,hips,bra_size,height_cm,user_name,length,fit,tokens,bio_tags,sentiment_tags
539980,8,3.0,b,,34,170.18,asamyscott,slightly short,fit,"['my', 'only', 'complaint', 'is', 'that', 'the', 'sleeves', 'are', 'a', 'bit', 'short', 'but', 'i', 'do', 'have', 'longish', 'arms', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'B-sleeve', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'B-negative', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
539980,12,3.0,d,39.0,34,165.1,shlycrader,just right,small,"['it', 'runs', 'a', 'little', 'smaller', '.']","['O', 'O', 'O', 'O', 'B-overall_indirect', 'O']","['O', 'O', 'O', 'O', 'B-negative', 'O']"
539980,12,3.0,b,38.0,36,165.1,veronica.hsia,just right,fit,"['perfect', 'length', 'and', 'hangs', 'well', 'on', 'me', '.', 'i', 'have', 'got', 'very', 'broad', 'shoulders', 'so', 'the', 'l', 'was', 'perfect', '.']","['O', 'B-length', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-shoulder', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-positive', 'O', 'O', 'O', 'O', 'O', 'O']"
539980,4,4.0,d,33.0,34,160.02,Aubrey,just right,fit,"['it', 'fits', 'well', 'in', 'the', 'waist', 'but', 'with', 'no', 'gaping', 'buttons', 'at', 'the', 'bust.a', 'good', 'wardrobe', 'staple', '.']","['O', 'O', 'O', 'O', 'O', 'B-waist', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-chest', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'B-positive', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-positive', 'O', 'O', 'O', 'O']"
539980,12,3.0,d,,32,175.26,ailiek,just right,small,"['runs', 'small', 'so', 'i', 'would', 'want', 'to', 'size', 'up', '.', 'i', 'would', 'normally', 'get', 'm', 'but', 'went', 'for', 'the', 'l', 'and', 'it', 'fits', 'well']","['O', 'B-overall_indirect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-overall', 'O']","['O', 'B-negative', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-positive', 'O']"
539980,12,5.0,c,36.0,36,160.02,sierrahrae19,just right,fit,"['i', 'ordered', 'mine', 'in', 'large', 'even', 'though', 'i', 'wear', 'a', 'small', 'because', 'i', 'like', 'my', 'cardigans', 'to', 'be', 'loose', 'fitting', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-overall_indirect', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-neutral', 'O']"
539980,20,5.0,d,,40,175.26,muriel.kiernan,very short,small,"['the', 'length', 'was', 'also', 'too', 'short', 'for', 'me', '.']","['O', 'B-length', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
539980,4,5.0,c,35.0,32,170.18,m5l9m9585,just right,small,"['the', 'only', 'issue', 'i', 'have', 'with', 'it', 'is', 'that', 'it', 'is', 'a', 'little', 'small', 'when', 'the', 'buttons', 'are', 'together', ',', 'but', 'if', 'it', 'is', 'just', 'open', '(', 'how', 'i', 'usually', 'wear', 'cardigans', ')', 'then', 'it', 'looks', 'great', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-overall', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-positive', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
539980,12,4.0,c,,36,175.26,Mary,just right,fit,"['great', 'fit', 'and', 'the', 'sleeves', 'are', 'just', 'right', 'to', 'wear', 'over', 'tanks', 'and', 'dresses', 'in', 'the', 'cooler', 'months', '.']","['O', 'B-overall', 'O', 'O', 'B-sleeve', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'B-positive', 'O', 'O', 'B-positive', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
539980,8,5.0,b,,32,167.64,Katlin,slightly short,small,"['i', 'feel', 'that', 'it', 'is', 'a', 'little', 'short', 'and', 'on', 'the', 'smaller', 'side', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-length', 'O', 'O', 'O', 'B-overall', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-negative', 'O', 'O', 'O', 'B-negative', 'O', 'O']"
539980,8,2.0,d,35.0,34,170.18,mpietrowiak,just right,large,"['my', 'sweater', 'was', 'quite', 'large', 'in', 'the', 'shoulders', 'and', 'waist', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-shoulder', 'O', 'B-waist', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-negative', 'O', 'B-negative', 'O']"
539980,8,3.0,b,33.0,34,170.18,TIffany,just right,large,"['it', 'is', 'a', 'little', 'big', 'on', 'me', 'and', 'the', 'cardigan', 'started', 'to', 'pill', 'after', 'a', 'few', 'washes', ',', 'but', 'it', 'is', 'over', 'a', 'year', 'later', 'and', 'i', 'still', 'love', 'it', '!']","['O', 'O', 'O', 'O', 'B-overall', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'B-negative', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
539980,26,3.0,dd/e,50.0,38,172.72,kennaroe,just right,small,"['i', 'was', 'surprised', 'at', 'how', 'small', 'it', 'was', 'though', ';', 'not', 'small', 'enough', 'to', 'send', 'back', ',', 'but', 'it', 'is', 'unbuttonable', '.']","['O', 'O', 'O', 'O', 'O', 'B-overall', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-buttoned', 'O']","['O', 'O', 'O', 'O', 'O', 'B-negative', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-negative', 'O']"
539980,20,3.0,dd/e,46.0,36,182.88,aklein00288,just right,large,"['almost', 'wish', 'they', 'had', 'an', 'xl', 'available', 'at', 'the', 'time', 'because', 'it', 'is', 'a', 'little', 'big', 'on', 'me', '.', 'no', 'big', 'deal', 'though', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-overall', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-negative', 'O', 'O', 'O', 'O', 'B-negative', 'O', 'O', 'O']"
539980,32,2.0,ddd/f,52.0,42,160.02,deannajenkins13,slightly short,small,"['i', 'wear', 'a', '2', 'or', '3x', 'in', 'everything', ',', 'depending', 'on', 'how', 'snug', 'or', 'loose', 'i', 'want', 'it', 'to', 'fit', '.', 'this', 'runs', 'extremely', 'small', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-overall', 'O', 'O', 'O', 'O', 'B-overall', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-neutral', 'O', 'O', 'O', 'O', 'B-negative', 'O']"
539980,12,3.0,dd/e,39.0,32,154.94,Katy,slightly long,large,"['it', 'is', 'very', 'big', 'and', 'roomy', '.', 'i', 'wanted', 'something', 'a', 'little', 'more', 'form', 'fitting', 'but', 'i', 'kept', 'it', '.']","['O', 'O', 'O', 'B-overall', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-overall_indirect', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'B-negative', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-negative', 'O', 'O', 'O', 'O', 'O']"
539980,12,3.0,b,,36,170.18,hannahlmarko,just right,fit,"['my', 'only', 'complaint', 'is', 'that', 'the', 'sleeves', 'get', 'really', 'loose', 'and', 'worn', 'in', 'quickly', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-sleeve', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'B-negative', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
539980,8,3.0,d,39.0,34,160.02,ktherrmann,just right,large,"['according', 'to', 'modcloth', ""'s"", 'size', 'chart', 'i', 'ordered', 'a', 'medium', ',', 'but', 'i', 'think', 'it', 'looks', 'slightly', 'too', 'baggy', 'for', 'the', 'style', 'cardigan', 'that', 'it', 'is', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-overall', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-negative', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
539980,26,3.0,c,43.0,38,177.8,naomi.endsley,just right,small,"['because', 'i', 'like', 'my', 'cardigans', 'oversized', 'i', 'could', 'have', 'gone', 'up', 'another', 'size', 'i', 'think', 'but', 'this', 'size', 'fits', 'perfectly', 'if', 'i', 'want', 'to', 'button', 'it', 'up', '(', 'i', 'just', 'marked', 'it', 'a', 'bit', 'small', 'because', 'normally', 'i', 'prefer', 'my', 'cardigans', 'a', 'bit', 'larger', ')', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-overall', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-overall_indirect', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-positive', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-negative', 'O', 'O']"
539980,38,5.0,ddd/f,46.0,42,177.8,onionsniper,just right,small,"['the', 'fit', 'is', 'odd', ';', 'i', 'expected', 'this', 'to', 'be', 'baggy', 'on', 'me', 'but', 'it', 'fits', 'tight', '.']","['O', 'B-overall', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-overall', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-negative', 'O', 'O']"
539980,20,4.0,dddd/g,,38,165.1,candacecshaw,just right,fit,"['i', 'have', 'a', 'very', 'large', 'chest', 'so', 'i', 'have', 'to', 'size', 'up', 'to', 'xl', 'for', 'it', 'to', 'button', 'properly', 'although', 'i', 'also', 'own', 'other', 'colors', 'in', 'l', 'and', 'they', 'fit', 'fine', 'unbuttoned', '.']","['O', 'O', 'O', 'O', 'O', 'B-chest', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-buttoned', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'B-positive', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-positive', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
539980,32,4.0,i,52.0,42,177.8,queencitycooperative,just right,small,"['sleeves', 'are', 'a', 'little', 'snug', ',', 'due', 'to', 'my', 'bust', 'size', 'it', 'will', 'not', 'look', 'good', 'buttoned', 'on', 'me', ',', 'but', 'is', 'fine', 'as', 'an', 'open', 'cardigan', '.']","['B-sleeve', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-buttoned', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-negative', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
539980,20,3.0,dd/e,35.0,40,177.8,xscape96,very short,small,"['the', 'fit', 'was', 'not', 'right', '.', 'it', 'ran', 'very', 'small', '.']","['O', 'B-overall', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-overall', 'O']","['O', 'B-negative', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-negative', 'O']"
539980,12,5.0,c,40.0,34,167.64,kmarie6,just right,fit,"['fits', 'great', ',', 'can', 'button', 'up', ',', 'just', 'do', 'the', 'top', 'button', ',', 'or', 'keep', 'open', '.']","['B-overall', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
539980,12,2.0,c,39.0,36,157.48,ligagato2003,just right,fit,"['the', 'fit', 'was', 'like', 'a', 'glove', 'even', 'though', 'i', 'am', 'petite', 'in', 'my', 'arm', 'length', '.']","['O', 'B-overall', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'B-positive', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
539980,20,4.0,dd/e,,44,162.56,jbree22,just right,small,"['did', 'not', 'notice', 'the', 'plus', 'sizes', 'run', 'small', 'so', 'buttoned', 'up', 'this', 'looks', 'weird', '.', 'to', 'small', 'for', 'my', 'hips', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-overall', 'O', 'B-buttoned', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-hip', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-negative', 'O', 'B-negative', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-negative', 'O']"
539980,20,4.0,c,46.0,42,175.26,mandyjune97,just right,small,"['the', 'only', 'thing', 'is', 'it', 'is', 'a', 'little', 'tight', 'in', 'the', 'upper', 'arms', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-sleeve', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-negative', 'O']"
539980,12,3.0,c,45.0,34,165.1,laurenrosales,just right,small,"['the', 'medium', 'was', 'too', 'tight', 'in', 'the', 'arms', 'and', 'the', 'bust', ';', 'the', 'large', 'was', 'still', 'too', 'tight', 'in', 'the', 'arms', 'but', 'somewhat', 'baggy', 'everywhere', 'else', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-sleeve', 'O', 'O', 'B-chest', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-sleeve', 'O', 'O', 'B-overall', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-negative', 'O', 'O', 'B-negative', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-negative', 'O', 'O', 'B-negative', 'O', 'O', 'O']"
539980,8,4.0,dd/e,34.0,34,167.64,leanne_lambert,just right,fit,"['the', 'quality', 'is', 'good', 'and', 'it', 'fit', 'perfect', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-overall', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'B-positive', 'O', 'O']"
539980,32,4.0,ddd/f,45.0,38,162.56,tenshirei,slightly long,small,"['i', 'am', 'probably', 'an', 'xl', 'or', '1x', ',', 'but', 'the', 'reviews', 'and', 'fit', 'description', 'all', 'said', 'the', 'plus', 'sizes', 'run', 'small', ',', 'so', 'i', 'ordered', 'two', 'sizes', 'up', '.', 'sits', 'right', 'at', 'my', 'shoulders', 'and', 'hips', ',', 'buttons', 'easily', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-overall_indirect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-shoulder', 'O', 'B-hip', 'O', 'B-buttoned', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-neutral', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-positive', 'O', 'B-positive', 'O', 'B-positive', 'O', 'O']"
539980,12,3.0,d,40.0,36,170.18,Hilary,just right,small,"['a', 'bit', 'on', 'the', 'small', 'side', 'and', 'it', 'does', 'pill', 'pretty', 'easily', '.']","['O', 'O', 'O', 'O', 'B-overall', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'B-negative', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
539980,8,3.0,a,,34,170.18,rachelj2600,very short,fit,"['it', 'only', 'goes', 'down', 'to', 'my', 'waist', 'and', 'the', 'picture', 'made', 'it', 'seem', 'much', 'longer', ',', 'but', 'it', 'is', 'a', 'cute', 'additional', 'to', 'almost', 'any', 'dress', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-length', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'B-negative', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
539980,12,3.0,c,,38,157.48,Desiree,just right,small,"['love', 'this', 'color', ',', 'a', 'little', 'tight', 'in', 'my', 'arms', ',', 'but', 'material', 'stretches']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-sleeve', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-negative', 'O', 'O', 'O', 'O']"
539980,12,3.0,c,,32,167.64,jmkruhmin,just right,small,"['the', 'color', 'is', 'cute', 'and', 'the', 'length', 'is', 'good', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-length', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'B-positive', 'O', 'O', 'O']"
